Gene Synonym,Gene name
OR2D1,OR2D2
HSHTPCRX02,OR2L1P
HTPCRX02,OR2L1P
OR2L1,OR2L1P
OR2L7P,OR2L1P
HSHTPCRH07,OR2L2
HTPCRH07,OR2L2
OR2L12,OR2L2
OR2L4P,OR2L2
OR2L11,OR2L5
OR2L5P,OR2L5
OR2L14,OR2L13
OR2M1,OR2M1P
OST037,OR2M1P
OR2M2Q,OR2M2
OST423,OR2M2
OR2M3P,OR2M3
OR2M6,OR2M3
OST003,OR2M3
HSHTPCRX18,OR2M4
HTPCRX18,OR2M4
OST710,OR2M4
TPCR100,OR2M4
OR2M5P,OR2M5
OST611,OR2S1P
OR2T8P,OR2T8
OR2V1P,OR2V1
OST265,OR2V1
OR2V3,OR2V2
OST713,OR2V2
OR2W3P,OR2W3
OR2W8P,OR2W3
OST718,OR2W3
OR2W5,OR2W5P
OST722,OR2W5P
OR2Z2,OR2Z1
OLFRA03,OR3A1
OR17-40,OR3A1
OR40,OR3A1
OLFRA04,OR3A2
OR17-228,OR3A2
OR228,OR3A2
OR17-137,OR3A3
OR17-16,OR3A3
OR17-201,OR3A3
OR3A6,OR3A3
OR3A7,OR3A3
OR3A8P,OR3A3
OR3A4,OR3A4P
OR4A16Q,OR4A16
OST208,OR4B1
HG449,OR4B2P
HSHTPCRX11,OR4C1P
HTPCRX11,OR4C1P
OR4C1,OR4C1P
OR4C8P,OR4C2P
OR4C17,OR4C4P
OR4C17P,OR4C4P
OR4C47P,OR4C4P
OR4C5P,OR4C5
OR4C5Q,OR4C5
OR4C11P,OR4C11
OR4D3,OR4D1
TPCR16,OR4D1
OR4D10P,OR4D10
OST711,OR4D10
OR4E1P,OR4E1
HS6M1-11,OR4F2P
OR4F2,OR4F2P
S191N21,OR4F2P
OR4F12,OR4F6
OR4F14,OR4F14P
OR4F11P,OR4F17
OR4F18,OR4F17
OR4F19,OR4F17
OLB,OR4G1P
OR4G8P,OR4G1P
OR4S2P,OR4S2
OST725,OR4S2
OR5A1P,OR5A1
OST181,OR5A1
OR5AC1P,OR5AC1
HSA1,OR5AC2
OR5AK3,OR5AK3P
OST073,OR5B2
OR5B13,OR5B3
OST129,OR5B3
OR5B12P,OR5B12
OR5B16,OR5B12
OST743,OR5B12
OST740,OR5BJ1P
OR5BS1,OR5BS1P
HRPK-465_F_21,OR5C1
OR5C2P,OR5C1
OR9-F,OR5C1
OR11-8B,OR5D3P
OR11-8C,OR5D3P
OR5D3,OR5D3P
OR5D4,OR5D3P
HSHTPCRX14,OR5H1
HTPCRX14,OR5H1
OR5H8P,OR5H8
HSHTPCRX10,OR5K1
HTPCRX10,OR5K1
OST050,OR5M1
OR11-199,OR5M11
OR5M15P,OR5M14P
OST730,OR5P4P
OR11-55,OR6A2
OR6A1,OR6A2
OR6A2P,OR6A2
OR6B2P,OR6B2
OR6B3P,OR6B3
OR6B3Q,OR6B3
OST267,OR6C1
OR6C67,OR6C2
OST709,OR6C3
OST731,OR6F1
OR6U1P,OR6U2P
OR6Y2,OR6Y1
HG513,OR7A1P
OLF4P,OR7A1P
OR19-3,OR7A1P
OR7A6P,OR7A1P
HG1003,OR7A2P
OLF4P,OR7A2P
OR19-18,OR7A2P
OR7A2,OR7A2P
OR7A7,OR7A2P
HTPCR2,OR7A5
HTPCRX19,OR7A17
OR19-5,OR7C1
OR7C4,OR7C1
FLJ38149,OR7D2
HTPCRH03,OR7D2
OR19-4,OR7D2
HG105,OR7D4
OR19-B,OR7D4
OR7D4P,OR7D4
HG94,OR7E2P
OR11-6,OR7E2P
OR7E51P,OR7E2P
OR7F2P,OR7E2P
OR11-11A,OR7E4P
OR7F4P,OR7E4P
OR11-2,OR7E11P
OR7E144P,OR7E11P
OR11-4,OR7E13P
OR11-5,OR7E14P
OR7E151P,OR7E14P
OR19-133,OR7E16P
OR19-9,OR7E16P
OR7E17P,OR7E16P
OR7E60P,OR7E16P
OR19-7,OR7E19P
OR7E65,OR7E19P
OR4DG,OR7E21P
OR7E127P,OR7E21P
OR7E49P,OR7E21P
OST035,OR7E21P
OR3.6,OR7E22P
OR6DG,OR7E22P
HSHT2,OR7E24
OR19-8,OR7E24
OR7E24P,OR7E24
OR7E24Q,OR7E24
CIT-B-440L2,OR7E25P
OR19-C,OR7E25P
OR1-51,OR7E26P
OR1-72,OR7E26P
OR1-73,OR7E26P
OR7E67P,OR7E26P
OR7E68P,OR7E26P
OR7E69P,OR7E26P
OR7E70P,OR7E26P
OR912-95,OR7E26P
HG84,OR7E41P
OR11-20,OR7E41P
OR7E50P,OR7E41P
OR7E95P,OR7E41P
OR7F6P,OR7E41P
OR8-126,OR7E41P
OR4-116,OR7E43P
MCEEP,OR7E46P
OST379,OR7E46P
OR2-53,OR7E62P
OR7E62,OR7E62P
OR7E63,OR7E62P
OR7E63P,OR7E62P
OR7E64,OR7E62P
OR7E64P,OR7E62P
OR7E82P,OR7E62P
OR11-9,OR7E87P
OR7E3P,OR7E87P
OR7F3P,OR7E87P
OR4D12P,OR7E103P
OST726,OR7E108P
OST721,OR7E109P
HG523,OR7E110P
HG674,OR7E110P
OR7E68P,OR7E110P
OR7E71P,OR7E110P
OR7E72P,OR7E110P
OR7E73P,OR7E110P
OR7E74P,OR7E110P
OR7E75P,OR7E110P
OR912-108,OR7E110P
OR912-109,OR7E110P
OR912-110,OR7E110P
OR912-46,OR7E110P
OST704,OR7E115P
OST716,OR7E117P
OST719,OR7E122P
PJCG6,OR7E125P
OR19-15,OR7G1
OR7G1P,OR7G1
OST260,OR7G2
OST085,OR7G3
OR11-561,OR8B1P
OR8B11P,OR8B1P
OR8B4P,OR8B4
TPCR85,OR8B8
OR8D3,OR8D1
OST004,OR8D1
HSTPCR25,OR8G1
OR8G1P,OR8G1
TPCR25,OR8G1
HSTPCR120,OR8G2P
OR8G2,OR8G2P
OR8G4,OR8G2P
ORL206,OR8G2P
ORL486,OR8G2P
TPCR120,OR8G2P
OR8G5P,OR8G5
OR8G6,OR8G5
HSHTPCRX06,OR9A1P
HTPCRX06,OR9A1P
OR9A1,OR9A1P
OR9A6P,OR9A3P
OR5BG1P,OR9M1P
OR9Q2P,OR9Q2
OR5J6P,OR9S24P
OR10A2P,OR10A2
OST363,OR10A2
OR10A4P,OR10A4
JCG6,OR10A5
OR10A1,OR10A5
OR11-403,OR10A5
OR10AD1P,OR10AD1
HTPCRX09,OR10D3
OR10D3P,OR10D3
OR10J6,OR10J6P
OR10P1P,OR10P1
OR10P2P,OR10P1
OR10P3P,OR10P1
OST701,OR10P1
OR10R2Q,OR10R2
OR10X1P,OR10X1
C14ORF15,OR11H2
OR11H2P,OR11H2
OR11H8P,OR11H2
OR11I2P,OR11I1P
OR13C7P,OR13C7
OST706,OR13C7
OR5AX1,OR14A2
OR5AX1P,OR14A2
OR5AT1,OR14A16
OR5BF1,OR14C36
OR5AY1,OR14K1
OR5AV1,OR14L1P
OR5AV1P,OR14L1P
OR51B1P,OR51B2
OR51C2P,OR51C1P
OR51C3P,OR51C1P
OST734,OR51C1P
OR51D1Q,OR51D1
GPR136,OR51E1
GPR164,OR51E1
OR51E1P,OR51E1
OR52A3P,OR51E1
PSGR,OR51E2
OR51F1P,OR51F1
OR51A12,OR51V1
HPFH1OR,OR52A1
OR52M1P,OR52M1
OR52M4,OR52M2P
OR52N5Q,OR52N5
OR52P1P,OR52P1
OR52W1P,OR52W1
OR55B2P,OR55B1P
OR55C1P,OR55B1P
OR56A3P,OR56A3
OR56A6,OR56A3
OR56A5P,OR56A5
OR56B2,OR56B2P
CRACM1,ORAI1
FLJ14466,ORAI1
TMEM142A,ORAI1
C7ORF19,ORAI2
CBCIP2,ORAI2
FLJ12474,ORAI2
FLJ14733,ORAI2
H_NH0514P08.8,ORAI2
TMEM142B,ORAI2
HSORC1,ORC1
ORC1L,ORC1
PARC1,ORC1
ORC2L,ORC2
HSORC4,ORC4
ORC4L,ORC4
ORC4P,ORC4
ORC5L,ORC5
ORC5P,ORC5
ORC5T,ORC5
PPP1R117,ORC5
ORC6L,ORC6
AGP-B,ORM2
AGP-B',ORM2
AGP2,ORM2
ERLEC2,OS9
OS-9,OS9
MGC71150,OSBPL7
ORP7,OSBPL7
C1ORF102,OSCP1
NOR1,OSCP1
OSGEPL,OSGEPL1
QRI7,OSGEPL1
C8ORF1,OSGIN2
HT41,OSGIN2
OSMRB,OSMR
OSMRBETA,OSMR
OSMR-AS1,OSMR-DT
GL,OSTM1
HSPC019,OSTM1
LOC653786,OTOAP1
DFNB6,OTOF
DFNB9,OTOF
FER1L2,OTOF
FLJ46346,OTOG
MLEMP,OTOG
OTGN,OTOG
C12ORF64,OTOGL
FLJ90579,OTOGL
C1QTNF15,OTOL1
C1QTNF16,OTOL1
OTOSP,OTOS
FLJ20113,OTUB1
FLJ40710,OTUB1
DUBA7,OTUD1
OTDC1,OTUD1
DUBA4,OTUD3
KIAA0459,OTUD3
DUBA6,OTUD4
HSHIN1,OTUD4
KIAA1046,OTUD4
CGI-77,OTUD6B
DUBA5,OTUD6B
GS1-251I9.4,OTUD6B-AS1
C15ORF16,OTUD7A
CEZANNE2,OTUD7A
OTUD7,OTUD7A
CEZANNE,OTUD7B
ZA20D1,OTUD7B
FAM105B,OTULIN
FLJ34884,OTULIN
FAM105A,OTULINL
FLJ11127,OTULINL
NET20,OTULINL
OTX2P,OTX2P1
LINC01131,OVAAL
OVAL,OVAAL
RMEL2,OVAAL
OVCH,OVCH1
OVTN,OVCH2
CHIT5,OVGP1
MUC9,OVGP1
HOVO1,OVOL1
HOVO3,OVOL3
FKSG25,OXCT2
FLJ00030,OXCT2
SCOT-T,OXCT2
OXCT2P,OXCT2P1
GPCR,OXER1
GPR170,OXER1
TG1019,OXER1
MGC15763,OXNAD1
OTR,OXTR
DFNA41,P2RX2
P2X2,P2RX2
P2X3,P2RX3
P2X4,P2RX4
LRH-1,P2RX5
P2X5,P2RX5
P2U,P2RY2
P2Y6,P2RY6
HORK3,P2RY12
P2Y12,P2RY12
SP1999,P2RY12
FKSG77,P2RY13
GPR86,P2RY13
GPR94,P2RY13
P2Y13,P2RY13
GPR105,P2RY14
KIAA0001,P2RY14
GROS1,P3H1
LEPRE1,P3H1
LEPRECAN,P3H1
MGC117314,P3H1
LEPREL1-AS1,P3H2-AS1
LEPREL4,P3H4
NO55,P3H4
SC65,P3H4
C-P4HALPHA(I),P4HA1
P4HA,P4HA1
DSI,P4HB
ERBA2L,P4HB
GIT,P4HB
P4HBETA,P4HB
PDI,P4HB
PDIA1,P4HB
PO4DB,P4HB
PO4HB,P4HB
PROHB,P4HB
EBP1,PA2G4
C9ORF42,PABIR1
FAM122A,PABIR1
MGC17347,PABIR1
FAM122C,PABIR3
RP3-473B4.1,PABIR3
PABP1,PABPC1P1
PABPCP1,PABPC1P1
PABP2,PABPC1P2
PABP4,PABPC1P2
PABPCP2,PABPC1P2
PABPCP4,PABPC1P2
PABPCP5,PABPC1P4
PABPL2,PABPC1P4
APP-1,PABPC4
IPABP,PABPC4
EPABP2,PABPN1L
ASOR,PACC1
C1ORF75,PACC1
FLJ10874,PACC1
PAC,PACC1
PAORAC,PACC1
TMEM206,PACC1
PACER,PACERR
PTGS2-AS1,PACERR
FLJ32724,PACRG
GLUP,PACRG
HAK005771,PACRG
PARK2CRG,PACRG
C4ORF28,PACRGL
MGC29898,PACRGL
SDPI,PACSIN1
SDPIII,PACSIN3
C16ORF53,PAGR1
GAS,PAGR1
MGC4606,PAGR1
PA1,PAGR1
PAK65,PAK2
PAKGAMMA,PAK2
BPAK,PAK3
HPAK3,PAK3
MRX30,PAK3
MRX47,PAK3
PAK5,PAK6
FANCN,PALB2
FLJ21816,PALB2
KIAA1274,PALD1
PALD,PALD1
CGI-151,PALLD
KIAA0992,PALLD
SIH002,PALLD
PALM2-AKAP2,PALM2AKAP2
C1ORF11,PALMD
FLJ20271,PALMD
PALML,PALMD
MPP6,PALS2
P55T,PALS2
VAM-1,PALS2
PAL,PAM
PHM,PAM
DKFZP586H2123,PAMR1
RAMP,PAMR1
HPAN2,PAN2
KIAA0710,PAN2
USP52,PAN2
PANDA,PANDAR
MGC24596,PANK1
PANK,PANK1
PANK1A,PANK1
PANK1B,PANK1
FLJ12899,PANK3
LINC-BRN1A,PANTR1
LINC-POU3F3,PANTR1
LINC01158,PANTR1
MRS1,PANX1
PX1,PANX1
UNQ2529,PANX1
MGC50452,PAPLN
PAPP-A2,PAPPA2
PAPPE,PAPPA2
PLAC3,PAPPA2
FLJ22672,PAQR6
PRDELTA,PAQR6
MPRA,PAQR7
MSR,PAQR7
PGLP,PAQR7
BLNC1,PAQR9
FLJ41938,PAQR9
ASIP,PARD3
BAZ,PARD3
BAZOOKA,PARD3
PAR3,PARD3
PARD3A,PARD3
PPP1R118,PARD3
PARD3-AS1,PARD3-DT
ALS2CR19,PARD3B
PAR3BETA,PARD3B
PAR3L,PARD3B
PAR-6,PARD6A
PAR-6A,PARD6A
PAR6ALPHA,PARD6A
TAX40,PARD6A
TIP-40,PARD6A
DJ-1,PARK7
DJ1,PARK7
GATD2,PARK7
ADPRT,PARP1
ARTD1,PARP1
PARP,PARP1
PARS,PARP1
POLY-PARP,PARP1
PPOL,PARP1
ADPRT3,PARP3
ADPRTL3,PARP3
ARTD3,PARP3
HPARP-3,PARP3
IRT1,PARP3
PADPRT-3,PARP3
ARTD9,PARP9
BAL,PARP9
BAL1,PARP9
ARTD7,PARP15
BAL3,PARP15
FLJ40597,PARP15
PART7,PARP15
C12ORF48,PARPBP
FLJ20641,PARPBP
PARI,PARPBP
DKFZP586D0823,PART1
NCRNA00206,PART1
PARTICLE,PARTICL
KIAA0135,PASK
PASKIN,PASK
STK37,PASK
PATE,PATE1
C11ORF38,PATE2
LVLF3112,PATE2
PATE-M,PATE2
UNQ3112,PATE2
HEL-127,PATE3
PATE-DJ,PATE3
FLJ41047,PATE4
PATE-B,PATE4
CIPP,PATJ
INADL,PATJ
PAX-2,PAX2
HUP2,PAX3
PAX-3,PAX3
WS1,PAX3
MODY9,PAX4
AN,PAX6
AN1,PAX6
AN2,PAX6
D11S812E,PAX6
WAGR,PAX6
PAX-8,PAX8
CAGF28,PAXIP1
CAGF29,PAXIP1
PAXIP1L,PAXIP1
PTIP,PAXIP1
TNRC2,PAXIP1
PAXIP1OS,PAXIP1-AS2
PAXIP1-AS1,PAXIP1-DT
CT84,PBK
FLJ14385,PBK
NORI-3,PBK
SPK,PBK
TOPK,PBK
BAF180,PBRM1
PB1,PBRM1
SMARCH1,PBRM1
HPIP,PBXIP1
PCB,PC
C2ORF71,PCARE
FLJ34931,PCARE
RP54,PCARE
PCA1,PCAT1
PCAT-1,PCAT1
PIHL,PCAT1
KDM5B-AS1,PCAT6
KDM5BAS1,PCAT6
NCRNA-A2,PCAT6
ONCO-LNCRNA-96,PCAT6
PCAN-R1,PCAT6
PCAN-R2,PCAT7
LINC01190,PCAT19
LOC100505495,PCAT19
HNRNP-E1,PCBP1
HNRNP-X,PCBP1
HNRPE1,PCBP1
HNRPX,PCBP1
HNRNP-E2,PCBP2
HNRNPE2,PCBP2
HNRPE2,PCBP2
TUC.338,PCBP2-OT1
TUC338,PCBP2-OT1
UC.338,PCBP2-OT1
LIP4,PCBP4
MCG10,PCBP4
BH-PCDH,PCDH7
PPP1R120,PCDH7
CDHR15,PCDH15
DFNB23,PCDH15
USH1F,PCDH15
EFMR,PCDH19
EIEE9,PCDH19
KIAA1313,PCDH19
PCDH-GAMMA-A1,PCDHGA1
PCDH-GAMMA-A2,PCDHGA2
PCDH-GAMMA-A3,PCDHGA3
PCDH-GAMMA-A4,PCDHGA4
CDH-GAMMA-A5,PCDHGA5
ME3,PCDHGA5
PCDH-GAMMA-A5,PCDHGA5
PCDH-GAMMA-A6,PCDHGA6
PCDH-GAMMA-A7,PCDHGA7
KIAA0327,PCDHGA8
PCDH-GAMMA-A8,PCDHGA8
PCDH-GAMMA-A9,PCDHGA9
PCDH-GAMMA-A10,PCDHGA10
PCDH-GAMMA-A11,PCDHGA11
CDH21,PCDHGA12
FIB3,PCDHGA12
KIAA0588,PCDHGA12
PCDH-GAMMA-A12,PCDHGA12
PCDH-GAMMA-B1,PCDHGB1
PCDH-GAMMA-B2,PCDHGB2
PCDH-GAMMA-B3,PCDHGB3
CDH20,PCDHGB4
FIB2,PCDHGB4
PCDH-GAMMA-B4,PCDHGB4
PCDH-GAMMA-B5,PCDHGB5
PCDH-GAMMA-B6,PCDHGB6
ME6,PCDHGB7
PCDH-GAMMA-B7,PCDHGB7
PCDH-PSI3,PCDHGB8P
PSI6,PCDHGB9P
PC-43,PCDHGC3
PC43,PCDHGC3
PCDH-GAMMA-C3,PCDHGC3
PCDH2,PCDHGC3
PCDH-GAMMA-C4,PCDHGC4
PCDH-GAMMA-C5,PCDHGC5
KIAA0824,PCF11
ENST00000602322.1,PCF11-AS1
MGC10882,PCGF1
NSPC1,PCGF1
RNF68,PCGF1
DONG1,PCGF3
FLJ36550,PCGF3
MGC40413,PCGF3
RNF3,PCGF3
RNF3A,PCGF3
MGC16202,PCGF5
RNF159,PCGF5
PTC4,PCM1
P1PCNA,PCNAP1
FLJ11383,PCNX2
KIAA0435,PCNX2
PCNXL2,PCNX2
FLJ22427,PCNX3
PCNXL3,PCNX3
PCPE2,PCOLCE2
IQM1,PCP4L1
DKFZP434B217,PCSK4
MGC34749,PCSK4
PC4,PCSK4
SPC5,PCSK4
PC5,PCSK5
PC6,PCSK5
SPC6,PCSK5
LPC,PCSK7
PC7,PCSK7
PC8,PCSK7
SPC7,PCSK7
FH3,PCSK9
HCHOLA3,PCSK9
NARC-1,PCSK9
KIAA0908,PCYOX1
PCL1,PCYOX1
MGC3265,PCYOX1L
ET,PCYT2
HASPP28,PDAP1
PAP,PDAP1
PAP1,PDAP1
MEKA,PDC
B7-DC,PDCD1LG2
BA574F11.2,PDCD1LG2
BTDC,PDCD1LG2
CD273,PDCD1LG2
PD-L2,PDCD1LG2
PDL2,PDCD1LG2
MGC9294,PDCD5
TFAR19,PDCD5
ALG-2,PDCD6
PEF1B,PDCD6
HRAT5,PDCD6-DT
CCM3,PDCD10
TFAR15,PDCD10
GCPHLP,PDCL2
CGI-PDE,PDE3A
DPDE4,PDE4B
DPDE1,PDE4C
DPDE3,PDE4D
CMYA2,PDE4DIP
KIAA0454,PDE4DIP
KIAA0477,PDE4DIP
MMGL,PDE4DIP
PDEA,PDE6A
RP43,PDE6A
CSNB3,PDE6B
CSNBAD2,PDE6B
PDEB,PDE6B
RD1,PDE6B
RP40,PDE6B
JBTS22,PDE6D
2'-PDE,PDE12
3635,PDE12
DKFZP667B1218,PDE12
PDGF-A,PDGFA
PDGF1,PDGFA
HRAT92,PDGFA-DT
FALLOTEIN,PDGFC
SCDGF,PDGFC
PRLTS,PDGFRL
E1BETA,PDHB
PDHE1B,PDHB
DLDBP,PDHX
E3BP,PDHX
OPDX,PDHX
PDX1,PDHX
PROX,PDHX
ERP57,PDIA3
ERP60,PDIA3
ERP61,PDIA3
GRP57,PDIA3
GRP58,PDIA3
HST17083,PDIA3
P58,PDIA3
PI-PLC,PDIA3
GRP58P,PDIA3P1
PDIA3P,PDIA3P1
ERP70,PDIA4
ERP72,PDIA4
ERP5,PDIA6
P5,PDIA6
TXNDC7,PDIA6
PDIA7,PDILT
PDHK2,PDK2
CLIM1,PDLIM1
CLP-36,PDLIM1
CLP36,PDLIM1
HCLIM1,PDLIM1
PDLIM1P,PDLIM1P1
ALP,PDLIM3
ENIGMA,PDLIM7
KIAA1348,PDP2
PPM2B,PDP2
PPM2C2,PDP2
AGGRUS,PDPN
D2-40,PDPN
GP38,PDPN
GP40,PDPN
PA2.26,PDPN
T1A-2,PDPN
KIAA0648,PDS5A
PIG54,PDS5A
SCC-112,PDS5A
COQ1,PDSS1
COQ1A,PDSS1
TPRT,PDSS1
TPT,PDSS1
DKFZP761H1120,PDXDC2P
PDXDC2,PDXDC2P
CAP70,PDZK1
CLAMP,PDZK1
NAPI-CAP1,PDZK1
NHERF3,PDZK1
PDZD1,PDZK1
DD96,PDZK1IP1
MAP17,PDZK1IP1
SPAP,PDZK1IP1
OTTHUMG00000074107,PDZK1P1
OTTHUMT00000038524,PDZK1P1
PDZK1P2,PDZK1P1
HMAT1,PEA15
HUMMAT1H,PEA15
MAT1,PEA15
MAT1H,PEA15
PEA-15,PEA15
PED,PEA15
PED-PEA15,PEA15
PED/PEA15,PEA15
C19ORF35,PEAK3
FLJ45778,PEAK3
FLJ00193,PEAR1
JEDI,PEAR1
MEGF12,PEAR1
CD31,PECAM1
HSA250303,PECR
SDR29C1,PECR
TERP,PECR
PEF1A,PEF1
KIAA0287,PEG3
ZKSCAN22,PEG3
ZNF904,PEG3
ZSCAN24,PEG3
MGC35521,PELI3
CTD-2288O8.1,PELO-AS1
MNAR,PELP1
KIAA0347,PER2
C1ORF170,PERM1
MGC13275,PERM1
RP11-54O7.8,PERM1
RP11-284P20.2,PES1P2
C19ORF79,PET100
PEX5R,PEX5L
PXR2,PEX5L
TRIP8B,PEX5L
PEX11B,PEX11B
PEX11BETA,PEX11B
D1S2223E,PEX19
HK33,PEX19
PMP1,PEX19
PMPI,PEX19
PXF,PEX19
PXMP1,PEX19
CXCL4,PF4
SCYB4,PF4
CXCL4L1,PF4V1
CXCL4V1,PF4V1
SCYB4V1,PF4V1
PFRX,PFKFB1
PFK-1,PFKM
PFKX,PFKM
PPP1R122,PFKM
PFK-C,PFKP
PFKF,PFKP
C1ORF152,PFN1P2
COAS3,PFN1P2
PFN1P5,PFN1P4
PFN1P7,PFN1P6
BXLBV68,PGAM5
MGC5352,PGAM5
BST1,PGAP1
FLJ12377,PGAP1
SPG67,PGAP1
CWH43-N,PGAP2
FRAG1,PGAP2
MRT17,PGAP2
MRT21,PGAP2
M83,PGAP6
TMEM6,PGAP6
TMEM8,PGAP6
TMEM8A,PGAP6
DJ874C20.4,PGBD1
HUCEP-4,PGBD1
SCAND4,PGBD1
DKFZP761A0620,PGBD5
FLJ11413,PGBD5
PGCP1,PGBP
ATHL1,PGGHG
FLJ22635,PGGHG
6PGL,PGLS
PGLYRPIALPHA,PGLYRP3
PGRP-IALPHA,PGLYRP3
PGRPIA,PGLYRP3
PGLYRPIBETA,PGLYRP4
PGRP-IBETA,PGLYRP4
PGRPIB,PGLYRP4
SBBI67,PGLYRP4
FLJ10983,PGM2
BM32A,PGM2L1
FLJ32029,PGM2L1
AGM1,PGM3
DKFZP434B187,PGM3
PAGM,PGM3
AK096159,PGM5P2
FAM233B,PGM5P3-AS1
FAM233C,PGM5P4-AS1
NR3C3,PGR
PR,PGR
DG6,PGRMC2
PMBP,PGRMC2
DKFZP762M186,PGS1
DJ257A7.2,PHACTR1
KIAA1733,PHACTR1
RPEL1,PHACTR1
C6ORF56,PHACTR2
KIAA0680,PHACTR2
PHB,PHB1
PHBP2,PHB1P2
PHBP5,PHB1P5
PHBP6,PHB1P6
PHBP8,PHB1P8
PHBP9,PHB1P9
PHBP10,PHB1P10
PHBP11,PHB1P11
PHBP15,PHB1P15
PHBP18,PHB1P18
PHBP19,PHB1P19
PHBP21,PHB1P21
BAP37,PHB2
BCAP37,PHB2
P22,PHB2
REA,PHB2
PHC1B,PHC1P1
EDR2,PHC2
HPH2,PHC2
FAM109A,PHETA1
FLJ32356,PHETA1
IPIP27A,PHETA1
SES1,PHETA1
CENP-35,PHF2
JHDM1E,PHF2
KDM7C,PHF2
KIAA0662,PHF2
PHF5EP,PHF5AP3
PHF5GP,PHF5AP5
HSPC226,PHF7
NYD-SP6,PHF7
KIAA1523,PHF12
PF1,PHF12
MGC43399,PHF13
BHC80,PHF21A
BM-006,PHF21A
KIAA1696,PHF21A
FLJ16355,PHF23
MGC2941,PHF23
KIAA1045,PHF24
PDG,PHGDH
PGDH,PHGDH
SERA,PHGDH
BRWD2,PHIP
DCAF14,PHIP
FLJ20705,PHIP
NDRP,PHIP
WDR11,PHIP
PHKG,PHKG1
DT1P1B11,PHLDA1
PHRIP,PHLDA1
TDAG51,PHLDA1
TIH1,PHLDA3
FLJ00141,PHLDB1
KIAA0638,PHLDB1
LL5A,PHLDB1
FLJ21791,PHLDB2
LL5B,PHLDB2
LL5BETA,PHLDB2
FLJ40193,PHLDB3
KIAA0931,PHLPP2
PHLPPL,PHLPP2
PPM3B,PHLPP2
MGC22679,PHOSPHO2
NBPHOX,PHOX2B
PMX2B,PHOX2B
DKFZP434D166,PHTF2
PAHX,PHYH
PHYH1,PHYH
RD,PHYH
AGXT2L2,PHYKPL
MGC15875,PHYKPL
DKFZP761G1923,PI4K2A
PI4KII,PI4K2A
PIK42A,PI4K2A
PI4K-BETA,PI4KB
PI4K92,PI4KB
PIK4CB,PI4KB
CD364,PI16
DJ90K10.5,PI16
MGC45378,PI16
MSMBBP,PI16
C12ORF53,PIANP
DKFZP547D2210,PIANP
PANP,PIANP
FLJ14651,PIAS3
ZMIZ5,PIAS3
FLJ12419,PIAS4
PIASG,PIAS4
PIASY,PIAS4
ZMIZ6,PIAS4
CALM,PICALM
CLTH,PICALM
FLJ20701,PID1
NYGGF4,PID1
DKFZP434D229,PIDD1
LRDD,PIDD1
MGC16925,PIDD1
PIDD,PIDD1
C9ORF116,PIERCE1
MGC29761,PIERCE1
RBEST47,PIERCE1
C15ORF65,PIERCE2
FLJ27352,PIERCE2
C15ORF20,PIF1
FLJ22692,PIF1
GPI2,PIGC
PIG-C,PIGC
PIG-F,PIGF
PIG-L,PIGL
DKFZP434M222,PIGO
FLJ00135,PIGO
PIG-O,PIGO
PIG-S,PIGS
FLJ20477,PIGV
GPI-MT-II,PIGV
PIG-V,PIGV
FLJ20522,PIGX
PIG-X,PIGX
FLJ12768,PIGZ
GPI-MT-IV,PIGZ
HSMP3,PIGZ
MGC52163,PIGZ
PIG-Z,PIGZ
SMP3,PIGZ
DNAAF15,PIH1D2
PI3K-C2ALPHA,PIK3C2A
C2-PI3K,PIK3C2B
PI3K-C2BETA,PIK3C2B
PI3K,PIK3CA
P110D,PIK3CD
C1ORF200,PIK3CD-AS1
GRB1,PIK3R1
P85,PIK3R1
P85-ALPHA,PIK3R1
P85ALPHA,PIK3R1
P55,PIK3R3
P150,PIK3R4
VPS15,PIK3R4
P101,PIK3R5
P101-PI3K,PIK3R5
FDF03,PILRA
FDFACT1,PILRB
FDFACT2,PILRB
PIM,PIM1
PIN1L,PIN1P1
EPVH,PIN4
PAR14,PIN4
PAR17,PIN4
BRPK,PINK1
PARK6,PINK1
FLJ00387,PINK1-AS
NAPINK1,PINK1-AS
PINK1-AS1,PINK1-AS
PINK1AS,PINK1-AS
DKFZP762O076,PIP4P2
TMEM55A,PIP4P2
MSS4,PIP5K1B
STM7,PIP5K1B
KIAA0589,PIP5K1C
LCCS3,PIP5K1C
PIP5KGAMMA,PIP5K1C
LPIPOX,PIPOX
NCRNA00195,PISRT1
C1ORF128,PITHD1
HT014,PITHD1
TXNL1CL,PITHD1
PITPN,PITPNA
VIB1A,PITPNA
RDGB-BETA,PITPNC1
RDGBB,PITPNC1
RDGBB1,PITPNC1
DRES9,PITPNM1
NIR2,PITPNM1
PITPNM,PITPNM1
RD9,PITPNM1
RDGB,PITPNM1
RDGB1,PITPNM1
RDGBA1,PITPNM1
NIR3,PITPNM2
RDGB2,PITPNM2
RDGBA2,PITPNM2
BFT,PITX1
POTX,PITX1
PTX1,PITX1
C5ORF66,PITX1-AS1
ARP1,PITX2
BRX1,PITX2
IGDS,PITX2
IHG2,PITX2
IRID2,PITX2
OTLX2,PITX2
RGS,PITX2
RIEG,PITX2
RIEG1,PITX2
RS,PITX2
ASMD,PITX3
FLJ36156,PIWIL4
HIWI2,PIWIL4
MIWI2,PIWIL4
DFNB59,PJVK
PBP,PKD1
